index,Title,Date,Genre,orig_lang,Revenue($),Budget($),country,score
3077,The Art of Racing in the Rain,26-09-2019,"Drama, Romance, Comedy", English,33773963,18000000,Australia,82
3078,Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion,15-02-2019,"Action, Adventure, Comedy, Fantasy, Romance, Animation", Japanese,679859142.6,163860000,Japan,78
3079,Rape Zombie: Lust of the Dead 4,02-08-2014,Horror, Japanese,293483805.2,84800000,Japan,68
3080,Ravenous,20-10-2017,"Horror, Drama, Science Fiction", French,2062406,12000000,Canada,59
3081,42,01-05-2013,Drama, English,97470701,31000000,Australia,71
3082,A Few Good Men,17-12-1992,Drama, English,236500000,33000000,Australia,75
3083,Friday the 13th Part 2,01-05-1981,"Horror, Thriller", English,21722776,1250000,United States,61
3084,Lawless,03-09-2012,"Crime, Drama, Western", English,54393687,26000000,Australia,70
3085,Barbie & Chelsea: The Lost Birthday,27-03-2021,Animation, English,602209262.4,111000000,Australia,71
3086,The Raid 2,28-03-2014,"Action, Crime, Thriller", Indonesian,6566916,4500000,Australia,76
3087,Y Tu MamÃ¡ TambiÃ©n,08-06-2001,"Drama, Romance"," Spanish, Castilian",33649881,5000000,Mexico,74
3088,Tokyo Ghoul,29-07-2017,"Action, Drama, Thriller", Japanese,510346617,146500000,Japan,70
3089,Father There Is Only One 2,29-07-2020,"Comedy, Family"," Spanish, Castilian",14871307,4000000,Spain,75
3090,Porno,27-07-2013,Drama, Tagalog,568184516.6,156600000,Philippines,57
3091,The Last Survivors,12-06-2014,"Horror, Thriller, Action", English,368025654.4,113600000,United States,63
3092,Johnny English Reborn,07-10-2011,"Crime, Adventure, Action, Comedy, Thriller", English,164640401,45000000,Australia,62
3093,Hollow Man,24-08-2000,"Action, Science Fiction, Thriller", English,191200000,90000000,Australia,59
3094,Allegiant,14-04-2016,"Adventure, Science Fiction, Action, Mystery", English,179246868,110000000,Australia,61
3095,Covet: Island of Desire,04-05-2017,Romance, Korean,181053832,123300000,South Korea,42
3096,Outcast,27-02-2015,Action, English,5148503,25000000,United States,51
3097,Saga of Tanya the Evil: The Movie,08-02-2019,"Animation, Action, War, Fantasy", Japanese,746152414.8,111600000,Japan,81
3098,Kronk's New Groove,12-11-2005,"Animation, Comedy, Family", English,328581621.4,91940000,Australia,64
3099,El Camino: A Breaking Bad Movie,11-10-2019,"Crime, Drama, Thriller, Action", English,591713267.4,156000000,Australia,69
3100,Tokyo Revengers,09-07-2021,"Action, Drama", Japanese,816347491.6,90860000,Japan,79
3101,Adultery Alumni Association 2,18-02-2019,"Drama, Romance", Korean,381000857.6,80000000,South Korea,77
3102,Fat Ass Zombies,18-02-2020,"Horror, Comedy", English,577173677.8,92800000,United States,51
3103,Tubero,21-10-2022,Drama, Tagalog,254671383.8,61498000,Philippines,58
3104,The Golden Compass,12-12-2007,"Adventure, Fantasy", English,367262558,205000000,Australia,60
3105,Dual,15-04-2022,"Science Fiction, Comedy", English,82278152.4,4500000,United States,61
3106,The Wonderful Summer of Mickey Mouse,08-07-2022,"Animation, Comedy", English,191964060.4,83400000,Australia,63
3107,The Boy,22-01-2016,"Horror, Thriller, Mystery", English,68220952,10000000,United States,59
3108,Girl in the Picture,06-07-2022,Documentary, English,682429959.6,53600000,United States,73
3109,Bambi II,26-05-2006,"Animation, Drama, Family", English,482465307,93180000,Australia,65
3110,Another Cinderella Story,29-04-2009,"Comedy, Music", English,291698420,5000000,Australia,68
3111,The Day the Earth Stood Still,17-12-2008,"Drama, Science Fiction, Thriller", English,237370350,80000000,Australia,56
3112,The Day the Earth Stood Still,17-12-2008,"Drama, Science Fiction, Thriller", English,3700000,1200000,Australia,56
3113,Fantastic Mr. Fox,01-01-2010,"Adventure, Animation, Comedy, Family", English,46458811,40000000,Australia,78
3114,Bordello of Blood,16-08-1996,"Horror, Comedy", English,5600000,15000000,United States,59
3115,Virgin Territory,17-12-2007,"Adventure, Action, Comedy, Romance", English,5473041,38000000,United States,45
3116,Star Trek: The Motion Picture,21-12-1979,"Science Fiction, Adventure, Mystery", English,139000000,35000000,Australia,65
3117,Dilwale Dulhania Le Jayenge,07-08-2007,"Comedy, Drama, Romance", Hindi,100000000,13200000,Australia,86
3118,Unforgiven,11-02-1993,Western, English,159157447,14400000,Australia,79
3119,The Human Centipede 3 (Final Sequence),24-06-2015,Horror, English,16184,1470000,Australia,37
3120,Showroom,11-11-2022,"Drama, Thriller", Tagalog,264583010.6,134200000,Philippines,60
3121,Ghostbusters II,15-08-1989,"Comedy, Fantasy", English,215394738,37000000,Australia,65
3122,Primeval,12-01-2007,"Adventure, Horror", English,10597734,16400000,United States,61
3123,Justice League vs. Teen Titans,29-03-2016,"Science Fiction, Action, Animation, Adventure, Comedy", English,799137605.2,143200000,Australia,74
3124,Surviving Paradise: A Family Tale,03-03-2022,Documentary, English,625891229,100140523.8,United Kingdom,70
3125,Mortal Kombat,26-12-1995,"Action, Fantasy", English,83508259,55000000,Australia,58
3126,Mortal Kombat,26-12-1995,"Action, Fantasy", English,122133227,20000000,Australia,58
3127,The Scorpion King 3: Battle for Redemption,17-01-2012,"Action, Adventure, Fantasy, Drama", English,2239756.4,5000000,Australia,45
3128,Step Up All In,18-08-2014,"Romance, Drama, Music", English,86165646,45000000,Australia,68
3129,Inuyasha the Movie: Affections Touching Across Time,15-12-2001,"Action, Animation, Adventure, Fantasy", Japanese,59692457.8,10540,Japan,77
3130,Jason X,26-04-2002,"Horror, Science Fiction", English,16951798,14000000,United States,48
3131,Mighty Morphin Power Rangers: The Movie,30-06-1995,"Action, Adventure, Science Fiction, Fantasy", English,66400000,15000000,United States,58
3132,Cinderella,03-09-2021,"Fantasy, Romance, Comedy", English,542351353,95000000,Australia,64
3133,Cinderella,03-09-2021,"Fantasy, Romance, Comedy", English,263591415,2900000,Australia,64
3134,A Cinderella Story: If the Shoe Fits,16-08-2016,"Comedy, Family, Fantasy, Music", English,598515843.6,141860000,Australia,72
3135,Naruto to Boruto: The Live 2019,05-05-2019,Animation, Japanese,396508441,99600000,Japan,75
3136,Descendants of Adultery,30-09-2016,Romance, Korean,947468745.8,135200000,South Korea,47
3137,The Sorcerer and the White Snake,29-09-2011,"Action, Fantasy", Chinese,197234100,133000000,Hong Kong,64
3138,The Ridiculous 6,11-12-2015,"Western, Comedy", English,0,60000000,United States,52
3139,Police Story,01-01-1986,"Action, Crime, Thriller", Cantonese,113164,2582313.8,Australia,75
3140,Red Dawn,29-11-2012,"Action, Thriller", English,48164150,65000000,Australia,57
3141,Return to the Blue Lagoon,02-08-1991,"Adventure, Drama", English,2000000,11000000,United States,63
3142,The Tourist,26-12-2010,"Action, Thriller, Romance", English,278731369,100000000,Australia,62
3143,Sex and Zen,30-11-1991,"Drama, Adventure, Comedy, Romance", Cantonese,396003,17848009.2,Hong Kong,57
3144,30 Miles from Nowhere,24-11-2018,"Horror, Comedy", English,2264858.8,120000,Australia,45
3145,Cold Pursuit,07-02-2019,"Action, Crime, Thriller", English,62599159,60000000,Australia,57
3146,The Killing of a Sacred Deer,03-11-2017,"Drama, Thriller, Mystery", English,7027336,42608000,Australia,70
3147,The Babadook,22-05-2014,"Drama, Horror", English,7482387,2000000,Australia,65
3148,Dirty Dancing,07-01-1988,"Drama, Music, Romance", English,214577242,6000000,Australia,74
3149,Jan Dara: The Beginning,06-09-2012,"Drama, Romance", Thai,578598408,127800000,Thailand,55
3150,Airplane!,12-12-1980,Comedy, English,83453539,3500000,Australia,73
3151,Captain Underpants: The First Epic Movie,02-06-2017,"Action, Animation, Comedy, Family", English,126422949,38000000,United States,62
3152,Jason Isbell: Running With Our Eyes Closed,07-04-2023,"Documentary, Music", English,175269998.8,141600000,United States,0
3153,Containment,09-07-2015,"Thriller, Horror, Science Fiction", English,740028940.6,154400000,United Kingdom,60
3154,Rock Dog 2: Rock Around the Park,11-12-2021,"Animation, Comedy, Music, Family", English,610492122.2,107000000,China,67
3155,Crystal Skulls,06-09-2014,"Adventure, Science Fiction, TV Movie, Horror, Fantasy, Mystery", English,631865869.8,163600000,United States,50
3156,Exorcist II: The Heretic,17-06-1977,"Drama, Horror, Thriller", English,25011000,14000000,United States,45
3157,One True Loves,13-04-2023,"Romance, Drama, Comedy", English,526056835.8,114000000,Australia,55
3158,Contraband,12-01-2012,"Thriller, Action, Drama, Crime", English,98406855,25000000,Australia,63
3159,Remember the Titans,25-01-2001,Drama, English,136771683,30000000,Australia,76
3160,The Crow,10-06-1994,"Fantasy, Action, Thriller", English,50694672,23000000,Australia,75
3161,Mad Max 2,24-12-1981,"Adventure, Action, Thriller, Science Fiction", English,24600832,2000000,Australia,74
3162,Night of the Living Dead,19-10-1990,"Horror, Thriller", English,5835247,4200000,United States,68
3163,Night of the Living Dead,19-10-1990,"Horror, Thriller", English,30087064,114000,United States,68
3164,Ice Age: The Great Egg-Scapade,20-03-2016,"Adventure, Animation, Comedy, Family, TV Movie", English,1084895103,176800000,United States,64
3165,AmÃ©lie,26-12-2001,"Comedy, Romance", French,173921954,10000000,Australia,79
3166,The Book of Eli,15-04-2010,"Action, Thriller, Science Fiction", English,158750817,80000000,Australia,68
3167,Zombie Flesh Eaters,25-08-1979,Horror, Italian,636679839.4,75100000,Italy,66
3168,Quantum of Solace,31-10-2008,"Adventure, Action, Thriller, Crime", English,591692078,230000000,Australia,63
3169,Carrie,31-10-1976,"Horror, Thriller", English,82409520,30000000,United States,73
3170,Carrie,31-10-1976,"Horror, Thriller", English,25886736,1800000,United States,73
3171,Joseph of Nazareth,14-03-2000,"Drama, History", English,591824588,169900000,United States,60
3172,Running with the Devil: The Wild World of John McAfee,24-08-2022,Documentary, English,263932136,99000000,United Kingdom,66
3173,Bicentennial Man,26-12-1999,"Science Fiction, Comedy, Drama", English,87420776,90000000,Australia,72
3174,Amores Perros,16-06-2000,"Drama, Thriller"," Spanish, Castilian",20883834,2000000,Mexico,76
3175,Paranormal Activity: Tokyo Night,20-11-2010,"Horror, Thriller", Japanese,4160000,1350000,Japan,60
3176,Gnomeo & Juliet,17-02-2011,"Animation, Family", English,189712432,36000000,Australia,58
3177,Star Trek: Nemesis,06-02-2003,"Science Fiction, Action, Adventure, Thriller", English,67312826,60000000,Australia,63
3178,Bound,20-03-1997,"Drama, Thriller", English,7011317,4500000,Australia,72
3179,Evangelion: 3.0 You Can (Not) Redo,01-07-2013,"Animation, Science Fiction, Action, Drama", Japanese,60487945,26800000,Australia,73
3180,Ocean's Twelve,09-12-2004,"Thriller, Crime", English,362989076,110000000,Australia,66
3181,Primal Fear,06-03-1996,"Crime, Drama, Mystery, Thriller", English,102616183,30000000,Australia,76
3182,The Foreigner,19-10-2017,"Action, Thriller", English,145374099,35000000,Australia,69
3183,Friday the 13th Part VII: The New Blood,13-05-1988,"Horror, Thriller", English,19170001,2800000,United States,54
3184,Dune,14-12-1984,"Action, Science Fiction, Adventure", English,391774790,165000000,Australia,62
3185,Dune,14-12-1984,"Action, Science Fiction, Adventure", English,27503491,45000000,Australia,62
3186,PokÃ©mon: The Movie 2000,07-09-2000,"Adventure, Fantasy, Animation, Science Fiction, Family", Japanese,163649270,30000000,Australia,67
3187,The Funeral Home,08-10-2020,Horror," Spanish, Castilian",197992680.8,125900000,Spain,46
3188,Folie Ã  Famille,01-03-2023,"Comedy, Drama, Family"," Spanish, Castilian",242236239,106000000,Spain,60
3189,Chasing Mavericks,26-10-2012,Drama, English,8300821,20000000,United States,70
3190,The Three Musketeers,14-10-2011,"Adventure, Action, Thriller", English,139877913,90000000,Australia,58
3191,Through My Window: Across the Sea,23-06-2023,"Romance, Drama"," Spanish, Castilian",178359863,223940000,Spain,0
3192,Memento,06-11-2000,"Mystery, Thriller", English,39719431,5000000,Australia,82
3193,Slayers,21-10-2022,"Horror, Comedy, Fantasy", English,883363665,98300000,United States,44
3194,The Karate Kid Part II,31-07-1986,"Adventure, Drama, Action, Romance, Family", English,115103979,13000000,Australia,63
3195,Notting Hill,10-06-1999,"Romance, Comedy, Drama", English,363718196,42000000,Australia,73
3196,That Malicious Age,11-03-1975,"Drama, Romance", Italian,290912102,105200000,Italy,66
3197,The Ritual Killer,10-03-2023,"Action, Thriller", English,49506597,7000000,United States,59
3198,Beauty in Rope Hell,26-08-1983,Drama, Japanese,293773121,132600000,Japan,54
3199,Bodies Bodies Bodies,15-09-2022,"Comedy, Horror, Mystery", English,13905020,39780000,Australia,65
3200,Piranha 3DD,01-06-2012,"Horror, Thriller, Comedy", English,8493728,5000000,United States,44
3201,One Piece Film: Z,15-09-2014,"Animation, Fantasy, Action, Adventure", Japanese,74223861,11091460,Australia,75
3202,Only the Brave,22-09-2017,"Drama, Action, History", English,24555177,38000000,Australia,74
3203,Miranda,15-10-1985,"Comedy, Romance", Italian,272096151.2,87400000,Italy,52
3204,Sijjin 6,09-08-2019,Horror, Turkish,522659686.2,141600000,Turkey,56
3205,Robin Hood,01-02-2019,"Adventure, Action, Thriller", English,322459006,210000000,Australia,59
3206,Robin Hood,01-02-2019,"Adventure, Action, Thriller", English,85210012,99000000,Australia,59
3207,Neighbors 2: Sorority Rising,12-05-2016,Comedy, English,108757621,35000000,Australia,58
3208,Smurfs: The Lost Village,30-03-2017,"Family, Adventure, Animation, Comedy", English,197578586,60000000,Australia,63
3209,Dawn of the Dead,01-10-1985,Horror, English,103452875,28000000,Australia,75
3210,Dawn of the Dead,01-10-1985,Horror, English,55000000,1500000,Australia,75
3211,Big Brother,16-08-2018,"Action, Drama, Comedy", Chinese,438365838.4,61800000,Hong Kong,76
3212,The Outpost,01-02-2021,"War, Drama, History, Action", English,2133452,18000000,Australia,69
3213,Leprechaun Returns,11-12-2018,"Horror, Fantasy, Comedy", English,577803138.8,123000000,United States,59
3214,GoldenEye,23-11-1995,"Adventure, Action, Thriller", English,352194034,58000000,Australia,69
3215,Sex Doll,07-12-2016,"Drama, Thriller, Mystery", French,300346804,125700000,France,58
3216,Cinema Paradiso,26-12-1989,"Drama, Romance", Italian,11990401,5000000,Australia,85
3217,American History X,06-05-1999,Drama, English,6719864,10000000,Australia,84
3218,Viking Quest,07-10-2014,"Action, Adventure, Fantasy, TV Movie", English,483567568.4,144500000,Canada,46
3219,Code 8,24-12-2019,"Science Fiction, Action, Crime, Thriller, Drama", English,157209,8325137.4,Australia,62
3220,Vacancy,19-12-2007,"Horror, Thriller", English,35300645,19000000,Australia,62
3221,Who Framed Roger Rabbit,12-07-1988,"Fantasy, Animation, Comedy, Crime", English,329803958,70000000,Australia,75
3222,Doblemente Embarazada 2,05-08-2022,Comedy," Spanish, Castilian",519931118.2,159200000,Mexico,74
3223,On the Come Up,23-09-2022,"Drama, Music", English,46000,5838800,United States,59
3224,Coming 2 America,05-03-2021,Comedy, English,0,60000000,Australia,65
3225,Liar Liar,12-06-1997,Comedy, English,302710615,45000000,Australia,66
3226,The Big Lebowski,09-04-1998,"Comedy, Crime", English,46189568,15000000,Australia,78
3227,Goodnight Mommy,16-09-2022,"Horror, Drama, Thriller", English,518862761.6,90000000,United States,62
